Adjustment,Date,Company,ISIN
-,1999-12-20,Heracles Gen,GRS073083008
-,1999-12-20,Hoechst,DE0005758007
-,1999-12-20,Hoegh Autoliners,NO0004456906
-,1999-12-20,HSI,GRS181111006
-,1999-12-20,Huhtamaki,FI0009000459
-,1999-12-20,Hunter Douglas,ANN4327C1220
+,1999-12-20,IKB,DE0008063306
-,1999-12-20,Imerys Industria,GRS228003000
-,1999-12-20,Inchcape,GB00B61TVQ02
+,1999-12-20,Industrivarden,SE0000190126
+,1999-12-20,Intershop Comm,DE0007472920
+,1999-12-20,Intrasoft,GRS225313006
+,1999-12-20,Kelda Group,GB00B1KQN728
-,1999-12-20,Kemira,FI0009004824
-,1999-12-20,Kesko,FI0009000202
-,1999-12-20,Kone FI,FI0009000566
-,1999-12-20,Kverner,NO0004684408
-,1999-12-20,la Rinascente,IT0000086642
+,1999-12-20,Landmark Mart,GB0001452795
+,1999-12-20,Lapeyre,FR0000130510
-,1999-12-20,Liberty GE,NL0000389112
+,1999-12-20,Liberty GE,NL0000389112
+,1999-12-20,Liechten Landbk,LI0355147575
-,1999-12-20,Lufthavne,DK0010201102
+,1999-12-20,Man Group,JE00BJ1DLW90
-,1999-12-20,Mapfre,ES0124244E34
+,1999-12-20,Matalan,GB0002594264
+,1999-12-20,Maxeda,NL0000390979
-,1999-12-20,Mayr Melnhof,AT0000938204
-,1999-12-20,Mcretail,PTMOC0AE0007
+,1999-12-20,ME Group Intl,GB0008481250
+,1999-12-20,Medion,DE0006605009
+,1999-12-20,Melia Hotels,ES0176252718
+,1999-12-20,Merck,DE0006599905
+,1999-12-20,Merck Serono,CH0010751920
-,1999-12-20,Metrovacsa,ES0154220414
-,1999-12-20,Metsa Board,FI0009000665
-,1999-12-20,Metso Outotec SE,SE0000108169
+,1999-12-20,Millennium UK,GB0005622542
+,1999-12-20,Minoan Lines,GRS296273006
+,1999-12-20,MLP S,DE0006569932
+,1999-12-20,mobilcom,DE0006622400
-,1999-12-20,Morg Adv Mater,GB0006027295
-,1999-12-20,Navigator Brands,PTSOP0AE0006
-,1999-12-20,Navigator Compan,PTPTI0AM0006
-,1999-12-20,NCL Hldg,NO0003318701
-,1999-12-20,NETCOM ASA,NO0003057507
-,1999-12-20,NKT,DK0010287663
-,1999-12-20,Norske Skogsind,NO0004135633
-,1999-12-20,Novar,GB0001762680
+,1999-12-20,NRJ SA,FR0000130635
-,1999-12-20,Oerlikon Textile,CH0012345143
+,1999-12-20,OML,ZAE000255360
-,1999-12-20,Orion,FI0009800346
-,1999-12-20,Orkla,NO0003733818
-,1999-12-20,Partek,FI0009000749
+,1999-12-20,Pennon Group,GB00BNNTLN49
+,1999-12-20,Perl Grp No 1,GB0004342563
-,1999-12-20,Persimmon,GB0006825383
+,1999-12-20,Porsche Hldg,DE000PAH0038
+,1999-12-20,Pouliadis,GRS264313008
+,1999-12-20,Pplre Verna,IT0001065215
+,1999-12-20,Psion Holdings,GB00B0D5VH57
+,1999-12-20,Publicis Groupe,FR0000130577
+,1999-12-20,Publigroupe,CH0004626302
-,1999-12-20,Raisio,FI0009002943
-,1999-12-20,Ratin,DK0010238617
-,1999-12-20,Rautaruukki,FI0009003552
+,1999-12-20,Reach PLC,GB0009039941
+,1999-12-20,Regency Entertai,GRS338163009
-,1999-12-20,Renewi,GB00BNR4T868
-,1999-12-20,RHI Magnesita,NL0012650360
-,1999-12-20,Rieber & Son,NO0004951104
+,1999-12-20,RSE Grundbesitz,DE0008292079
-,1999-12-20,Rugby Group Plc,GB0007587073
-,1999-12-20,Sacyr ES,ES0182870214
-,1999-12-20,Sas Danmark,DK0010223775
-,1999-12-20,Scandi Co 3,DK0010288638
-,1999-12-20,Schibsted,NO0003028904
+,1999-12-20,Scor,FR0010411983
-,1999-12-20,Seadrill Nor,NO0003390205
-,1999-12-20,SEB,FR0000121709
+,1999-12-20,Select Appntmnts,GB0007935041
+,1999-12-20,Serco Group,GB0007973794
+,1999-12-20,Shire,JE00B2QKY057
+,1999-12-20,Sibanye Uk,GB00BYSRJ698
-,1999-12-20,Snia,IT0004239510
+,1999-12-20,Sofina,BE0003717312
+,1999-12-20,Sopra Steria UK,GB0003304176
+,1999-12-20,Spirent,GB0004726096
-,1999-12-20,SSAB,SE0000171100
+,1999-12-20,SSL Intl,GB0007981128
-,1999-12-20,Subse,NO0003143604
+,1999-12-20,SVF Holdco,GB0000595859
+,1999-12-20,Swedish Match,SE0015812219
-,1999-12-20,Taylor PLC,GB0008782301
+,1999-12-20,TDK Electronics,DE0005128003
+,1999-12-20,Tecnost Mael,IT0000088820
+,1999-12-20,Tele2,SE0005190238
+,1999-12-20,Thales Elec,GB0007196859
-,1999-12-20,Topdanmark,DK0060477503
-,1999-12-20,Trelleborg,SE0000114837
+,1999-12-20,TUI Northern Eur,GB0002706652
-,1999-12-20,UM,BE0974320526
-,1999-12-20,UNIM,IT0001262929
+,1999-12-20,Unin Des Assurs,FR0000131724
-,1999-12-20,Uniq,GB00B63B4X28
+,1999-12-20,United Assur,GB0007302556
+,1999-12-20,United Textiles,GRS196003016
-,1999-12-20,Uponor,FI0009002158
+,1999-12-20,Utd Biscuits,GB0002707957
-,1999-12-20,VA Technologie,AT0000937453
-,1999-12-20,Vakuutusosakeyh,FI0009000145
-,1999-12-20,Valora,CH0002088976
+,1999-12-20,Vedior,NL0006005662
+,1999-12-20,Vinci,FR0000125486
-,1999-12-20,Vivartia,GRS102003001
-,1999-12-20,voestalpine,AT0000937503
-,1999-12-20,voestalpine HPM,AT0000903851
+,1999-12-20,Vontobel Hldg,CH0012335540
-,1999-12-20,Wartsila,FI0009003727
-,1999-12-20,Waterford,IE0009420385
-,1999-12-20,Wilson Bowden,GB0009700732
-,1999-12-20,Wimpey,GB0009713446
-,1999-12-20,XiosBank,GRS278013008
+,1999-12-20,Zimmer Schweiz,CH0006544859
-,1999-12-17,SEITA,FR0000132300
-,1999-12-08,Guilbert SA,FR0000131492
-,1999-12-06,Orange UK,GB0006614969
-,1999-11-30,Dexia FR,FR0000130387
-,1999-11-17,International P,BE0003558666
-,1999-11-11,Paribas SA,FR0004011534
+,1999-11-02,Beni Stabili,IT0001389631
-,1999-11-01,Lonza Group,CH0009494060
+,1999-11-01,Lonza Group,CH0013841017
-,1999-11-01,Total energies h,FR0000120420
+,1999-10-27,Lonza Group,CH0009494060
-,1999-10-26,Promodes,FR0000121105
+,1999-10-25,Celanese,DE0005753008
-,1999-10-21,Linde Sverige,SE0000100208
-,1999-10-21,Linde Sverige,SE0000100182
-,1999-10-14,Berry Superfos R,DK0010230986
-,1999-10-12,S.I.T.A.,FR0000130528
-,1999-09-24,Inparsa,PTINP0AE0009
+,1999-09-20,A2A,IT0001233417
+,1999-09-20,Abi Sab Group,GB00BYZTBD95
+,1999-09-20,Airbus NL,NL0000235190
-,1999-09-20,Aker,NO0003514002
+,1999-09-20,Alliance UK,GB0000386143
+,1999-09-20,Ascential Group,GB00B1B59F82
+,1999-09-20,AXA UK,GB0008611997
+,1999-09-20,Baloise Hldg,CH0012410517
+,1999-09-20,Canary Wharf Grp,GB0031016099
-,1999-09-20,Carillion,GB0007365546
+,1999-09-20,Christian Dior,FR0000130403
+,1999-09-20,Consors Discount,DE0005427009
+,1999-09-20,Credit Lyon,FR0000184202
+,1999-09-20,Danone Baby,NL0000375616
+,1999-09-20,Dsm,NL0000009827
+,1999-09-20,Eircom Group,IE0007231479
+,1999-09-20,EM TV & Merch,DE0005684807
+,1999-09-20,Energis,GB0008897828
+,1999-09-20,Eurobank Hldgs,GRS323003012
+,1999-09-20,Fineco,IT0003602155
+,1999-09-20,Gallaher Group,GB0003833695
+,1999-09-20,Gates Worldwide,GB0008962655
-,1999-09-20,GBL,BE0003616274
+,1999-09-20,Heineken Hld,NL0000008977
+,1999-09-20,Kering Holland,NL0000359552
+,1999-09-20,Liberty GE,NL0000389112
+,1999-09-20,Logica,GB0005227086
-,1999-09-20,Maersk,DK0010244425
+,1999-09-20,Monte dei Paschi,IT0005508921
+,1999-09-20,MyTravel Grp,GB0000109792
-,1999-09-20,Ocmador Asia,NL0000289346
-,1999-09-20,Papastratos CMC,GRS122003007
-,1999-09-20,Pathe,FR0000130676
+,1999-09-20,Sage Group,GB00B8C3BL03
+,1999-09-20,Scottish & Newca,GB0007839698
+,1999-09-20,Solvay France,FR0010479956
+,1999-09-20,Tietoevry,FI0009000277
+,1999-09-20,TNU,GB00B64FX815
-,1999-09-20,Unicer Cerv,PTUNI0AM0009
+,1999-09-20,WCM Beteiligungs,DE000A1X3X33
+,1999-09-20,Whitbread,GB00B1KJJ408
+,1999-09-20,WM Morrison Supe,GB0006043169
-,1999-08-25,Scania,SE0000308272
-,1999-08-25,Scania,SE0000308280
-,1999-08-03,ASDA Group,GB0000572007
+,1999-07-30,Carillion,GB0007365546
+,1999-07-30,Tarmac Group,GB0007365652
-,1999-07-28,Tarmac Group,GB0007365652
-,1999-07-23,CGPP,FR0000125270
+,1999-07-16,Haslemere,NL0000289338
+,1999-07-16,Ocmador Asia,NL0000289346
+,1999-07-16,Rodamco Europe,NL0000289320
+,1999-07-16,Rodamco NA,NL0000289312
-,1999-07-16,SEFIMEG,FR0000121824
+,1999-06-30,Neles,FI4000440664
-,1999-06-30,Rauma Oyj,FI0009005573
-,1999-06-30,Saga Petroleum,NO0005327205
-,1999-06-28,ABB,CH0006254327
+,1999-06-28,ABB,CH0012221716
-,1999-06-28,Hitachi Energ,SE0000100919
-,1999-06-28,Hitachi Energ,SE0000100927
-,1999-06-21,AGL Realisations,GB0002354719
+,1999-06-21,Air France KLM,FR001400J770
-,1999-06-21,ALK-Abello,DK0061802139
+,1999-06-21,ASML Holding,NL0010273215
-,1999-06-21,Aspis Pronia,GRS019023001
+,1999-06-21,Assa Abloy,SE0007100581
+,1999-06-21,Banca Naz Lavoro,IT0001254884
+,1999-06-21,Bk of Scotland,GB0000764547
-,1999-06-21,CMB Be,BE0003817344
-,1999-06-21,Coats Holdings,GB0009270579
-,1999-06-21,COEMAC,ES0182170003
-,1999-06-21,CPR,FR0000121113
-,1999-06-21,Crown Hellas Can,GRS125003004
+,1999-06-21,Dordt Petro MY,NL0000009405
-,1999-06-21,Finnair,FI4000567029
+,1999-06-21,Fortum Oyj,FI0009007132
-,1999-06-21,Goodys,GRS230111007
-,1999-06-21,Hafslund Produks,NO0004306408
-,1999-06-21,Hafslund Produks,NO0004306416
-,1999-06-21,Heidelberg Ital,IT0001465167
-,1999-06-21,Henkel AG,DE0006048432
+,1999-06-21,Henkel AG,DE0006048432
-,1999-06-21,Jyske Bank,DK0010307958
-,1999-06-21,Lindex Group,FI0009000236
-,1999-06-21,Michaniki,GRS153213004
-,1999-06-21,Moulinex,FR0000121543
-,1999-06-21,Orion,FI0009800320
-,1999-06-21,Pentland Capital,GB0000945534
-,1999-06-21,Perstorp,SE0000110736
-,1999-06-21,Philipp Holzmann,DE0006082001
-,1999-06-21,Prosafe,NO0010861990
-,1999-06-21,Saint-Gobain,ES0125030017
-,1999-06-21,Savencia,FR0000120107
-,1999-06-21,Schindler,CH0024638212
-,1999-06-21,Schindler,CH0024638196
-,1999-06-21,Semapa Soc,PTSEM0AM0004
-,1999-06-21,SFL,FR0000033409
-,1999-06-21,SGS SA,CH0002497466
-,1999-06-21,SKF,SE0000108201
-,1999-06-21,Sonae Industria,PTSOI0AE0001
+,1999-06-21,SSE,GB0007908733
+,1999-06-21,StanChart,GB0004082847
-,1999-06-21,Stork,NL0000390672
-,1999-06-21,Tamro,FI0009000855
+,1999-06-21,Telia Company,SE0000667925
-,1999-06-21,Vopak,NL0009432491
-,1999-06-21,Wolford,AT0000834007
-,1999-06-16,TEPR,BE0003564722
-,1999-05-26,Cultor,FI0009002869
-,1999-05-26,Sanofi CH,FR0000120230
+,1999-05-26,Sanofi FR,FR0000120578
-,1999-04-26,Irish Life,IE0004593897
+,1999-04-26,Permanent TSB Gr,IE00BWB8X525
-,1999-04-19,Bnc Cen Hispamer,ES0113260634
-,1999-04-12,Nokia,FI0009000715
-,1999-04-07,AstrZeneca,SE0000101016
-,1999-04-07,AstrZeneca,SE0000101008
-,1999-04-01,LucasVar,GB0005386866
-,1999-03-22,A/S POTAGUA,DK0010235191
+,1999-03-22,Alitalia,IT0003918577
-,1999-03-22,Amer Sport,FI0009000285
-,1999-03-22,Berendsen DK,DK0010238450
-,1999-03-22,Bilfinger,DE0005909006
-,1999-03-22,Bryant Group,GB0001494086
-,1999-03-22,Charter Inter,JE00B3CX4509
+,1999-03-22,CMG PLC,GB0003847372
+,1999-03-22,CNP Assurances,FR0000120222
+,1999-03-22,Colt Group,LU0253815640
-,1999-03-22,Ericsson,SE0000108649
-,1999-03-22,Faurecia Auto,FR0000120032
-,1999-03-22,Gambro,SE0000164485
-,1999-03-22,Gjensidige NOR,NO0010149354
+,1999-03-22,Hoechst,DE0005758007
-,1999-03-22,Hoechst,DE0005758007
-,1999-03-22,Instrumentarium,FI0009000483
-,1999-03-22,Kverner,NO0004684416
-,1999-03-22,Lahmeyer,DE0006056302
-,1999-03-22,Lenzing,AT0000644505
-,1999-03-22,Ligand UK,GB00B3Y5L754
-,1999-03-22,Marelli Europe,IT0001354205
-,1999-03-22,Natixis,FR0000120685
-,1999-03-22,Oberbank,AT0000625108
-,1999-03-22,Ocean Rig ASA,NO0003066300
-,1999-03-22,Proxima,NO0005621201
-,1999-03-22,Raisio,FI0009800395
-,1999-03-22,Safran Electrica,FR0000125825
-,1999-03-22,Sirti,IT0000086790
-,1999-03-22,Sophia FR,FR0000130379
-,1999-03-22,Spirent,GB0004726096
-,1999-03-22,STE IMM FR,FR0000120370
+,1999-03-22,Telewest Com Net,GB0006544521
-,1999-03-22,Thales Elec,GB0007196859
+,1999-03-22,TUI,DE000TUAG505
-,1999-03-22,TUI,DE000TUAG505
-,1999-03-22,Ulstein Holding,NO0003087405
+,1999-03-22,Vodafone Panafon,GRS307333005
-,1999-03-22,Wilhemlsen Ships,NO0005772004
-,1999-03-22,Zodiac Aero,FR0000125684
-,1999-03-22,--,DK0010052786
-,1999-02-08,Evonik Operation,DE0005421903
+,1999-02-08,Evonik Operation,DE0005421903
-,1999-02-04,Invensys Intl UK,GB0002721339
-,1998-12-29,Stora Kopparberg,SE0000113730
-,1998-12-22,STE IMM FR,FR0000131500
+,1998-12-22,STE IMM FR,FR0000120370
-,1998-12-21,Bail Invest,FR0000120180
-,1998-12-21,Balfour Beatty,GB0000961622
+,1998-12-21,BHP Group,GB00BH0P3Z91
+,1998-12-21,Bnc Pint Sot Ma,PTBSM0AM0000
-,1998-12-21,Cemex Espana,ES0182760019
-,1998-12-21,Chargeurs,FR0000130692
+,1998-12-21,Continente,ES0118096017
-,1998-12-21,Courtaulds,GB0002287943
-,1998-12-21,Delta,GB0002615069
+,1998-12-21,EDF Nuclear,GB0007382939
+,1998-12-21,Fideuram,IT0000082963
-,1998-12-21,Generali Holding,AT0000661350
-,1998-12-21,Holcim,CH0012214059
+,1998-12-21,HSBC Hldg,GB0005405286
+,1998-12-21,Leonardo,IT0003856405
+,1998-12-21,Metlen,GRS393503008
-,1998-12-21,Nera,NO0003050700
+,1998-12-21,Nielsen Co,NL0000389872
+,1998-12-21,NTL CWC,GB0001637874
+,1998-12-21,Orange UK,GB0006614969
+,1998-12-21,Rexel Hldg NL,NL0000355477
-,1998-12-21,Roche Hldg,CH0012032113
+,1998-12-21,Swisscom,CH0008742519
-,1998-12-21,Tandberg,NO0005620856
+,1998-12-21,Union Fenosa,ES0181380710
-,1998-12-21,William Baird,GB0000711142
+,1998-12-21,XiosBank,GRS278013008
-,1998-12-15,Bank Danske,NO0003025603
-,1998-11-24,Comptoirs Modern,FR0000121642
-,1998-11-12,Mercedes Benz Gr,DE0005500094
+,1998-11-12,Mercedes Benz Gr,DE0007100000
+,1998-11-05,Merita,FI0009000053
-,1998-11-05,Merita,FI0009000053
-,1998-11-02,Istit Mobilia It,IT0001011268
+,1998-11-02,Sanpaolo IM,IT0001269361
+,1998-11-02,UNIM,IT0001262929
-,1998-10-30,Sanpaolo IM,IT0001269361
-,1998-10-26,Daimler-Benz AG,DE0005500003
+,1998-10-26,Mercedes Benz Gr,DE0005500094
-,1998-10-19,Mundys,IT0000084100
-,1998-10-05,Natl Mortgage Bk,GRS011013000
-,1998-09-24,TI Media,IT0001081444
+,1998-09-24,TI Media,IT0005022170
-,1998-09-21,Akzo Nobel UK,GB0002284825
+,1998-09-21,Alstom,FR0010220475
-,1998-09-21,Ardagh MetalPack,DE0007192304
+,1998-09-21,ASDA Group,GB0000572007
+,1998-09-21,Atea,NO0004822503
+,1998-09-21,Centrica,GB00B033F229
+,1998-09-21,Courtaulds,GB0002287943
+,1998-09-21,D'Ieteren Group,BE0974259880
+,1998-09-21,ENV Internat,NL0000200889
-,1998-09-21,GD European Land,AT0000800172
+,1998-09-21,HBOS,GB0030587504
-,1998-09-21,IVG Immobilien,DE0006205701
+,1998-09-21,National Grid,GB00BDR05C01
+,1998-09-21,PiraeusFinHoldin,GRS014003032
+,1998-09-21,Resources,GB0006158686
-,1998-09-21,Saga Petroleum,NO0005327270
+,1998-09-21,Sanpaolo IM,IT0001269361
+,1998-09-21,SEMA,GB0001728574
-,1998-09-21,Sibanye Uk,GB00BYSRJ698
+,1998-09-21,Stagecoach Grp,GB00B6YTLS95
+,1998-09-21,Telenor Sverige,SE0001175985
+,1998-08-12,3i Group,GB00B1YW4409
+,1998-08-12,A/S POTAGUA,DK0010235191
+,1998-08-12,ABB,CH0006254327
+,1998-08-12,Abertis,ES0111845014
+,1998-08-12,ABF,GB0006731235
+,1998-08-12,ABP Holding,GB0000564343
+,1998-08-12,Acciona,ES0125220311
+,1998-08-12,Accor,FR0000120404
+,1998-08-12,Acerinox,ES0132105018
+,1998-08-12,Adecco,CH0012138605
+,1998-08-12,Adidas,DE000A1EWWW0
+,1998-08-12,Aegon BM,BMG0112X1056
+,1998-08-12,AGA Rangemaster,GB00B2QMX606
+,1998-08-12,Ageas,BE0974264930
+,1998-08-12,AGF Assurances,FR0000125924
+,1998-08-12,AGL Realisations,GB0002354719
+,1998-08-12,Ahold Delhaize,NL0011794037
+,1998-08-12,AIB Group,IE00BF0L3536
+,1998-08-12,Air Liquide,FR0000120073
+,1998-08-12,Aker,NO0003514002
+,1998-08-12,Aker Maritime,NO0003062507
+,1998-08-12,Aktor,GRS185213006
+,1998-08-12,Akzo Nobel,NL0013267909
+,1998-08-12,Akzo Nobel UK,GB0002284825
+,1998-08-12,Alcatel Lucent,FR0000130007
+,1998-08-12,ALK-Abello,DK0061802139
+,1998-08-12,Alleanza Asscrzn,IT0000078193
+,1998-08-12,Allianz,DE0008404005
+,1998-08-12,Allied Domecq,GB0007294571
+,1998-08-12,Allied Zurich,GB0002875796
+,1998-08-12,Almanij,BE0003703171
+,1998-08-12,Alnce Boots,GB00B0P7Y252
+,1998-08-12,Alpha Finance,GRS235033008
+,1998-08-12,Alpha Services,GRS015003007
+,1998-08-12,Altadis,ES0177040013
+,1998-08-12,Altec,GRS242003002
+,1998-08-12,Alum of Greece,GRS081103004
+,1998-08-12,Amer Sport,FI0009000285
+,1998-08-12,Arcandor,DE0006275001
+,1998-08-12,Arcelormittal Fr,FR0000132607
+,1998-08-12,Ardagh MetalPack,DE0007192304
+,1998-08-12,Argentaria CP,ES0124207137
+,1998-08-12,Aspis Pronia,GRS019023001
+,1998-08-12,AstraZeneca,GB0009895292
+,1998-08-12,AstrZeneca,SE0000101016
+,1998-08-12,AstrZeneca,SE0000101008
+,1998-08-12,Athens Medical C,GRS147233001
+,1998-08-12,Atlas Copco,SE0017486889
+,1998-08-12,Atlas Copco,SE0017486897
+,1998-08-12,Attica Hldg,GRS144003001
+,1998-08-12,Aurea Conc Infr,ES0111847036
+,1998-08-12,Austria Tabak,AT0000619200
+,1998-08-12,Austrian Air,AT0000620158
+,1998-08-12,Autoliv,SE0021309614
+,1998-08-12,Avesta Sheffield,SE0000101057
+,1998-08-12,Aviva GB,GB00BPQY8M80
+,1998-08-12,AWG Parent,GB0033126615
+,1998-08-12,Axa SA,FR0000120628
+,1998-08-12,Azeo,FR0000125239
+,1998-08-12,B Espirito Santo,PTBES0AM0007
+,1998-08-12,Baan Company,NL0000336352
+,1998-08-12,BAE Systems,GB0002634946
+,1998-08-12,Bail Invest,FR0000120180
+,1998-08-12,Balfour Beatty,GB0000961622
+,1998-08-12,Banca Commercial,IT0000066198
+,1998-08-12,Banca Mediolanum,IT0004776628
+,1998-08-12,Banco BPI,PTBPI0AM0004
+,1998-08-12,Banco Com Port,PTBCP0AM0015
+,1998-08-12,Banco Popular Es,ES0113790226
+,1998-08-12,Banco Santande,ES0113900J37
+,1998-08-12,Bang & Olufsen,DK0010218429
+,1998-08-12,Bank Austria KY,AT0000903307
+,1998-08-12,Bank Danske,NO0003025603
+,1998-08-12,Bankinter,ES0113679I37
+,1998-08-12,Barclays,GB0031348658
+,1998-08-12,Barco,BE0974362940
+,1998-08-12,Barratt Redrow,GB0000811801
+,1998-08-12,BASF,DE000BASF111
+,1998-08-12,Bayer,DE000BAY0017
+,1998-08-12,Bayer Pharma,DE0007172009
+,1998-08-12,BBAG OESTERREI,AT0000910997
+,1998-08-12,BBVA,ES0113211835
+,1998-08-12,BEAZER GROUP PLC,GB0000921048
+,1998-08-12,Beiersdorf,DE0005200000
+,1998-08-12,Bekaert,BE0974258874
+,1998-08-12,Berendsen DK,DK0010238450
+,1998-08-12,Berendsen DK,DK0010238534
+,1998-08-12,Berkeley Group,GB00BP0RGD03
+,1998-08-12,Berry Superfos R,DK0010230986
+,1998-08-12,BG Grp,GB0008762899
+,1998-08-12,BIC,FR0000120966
+,1998-08-12,Bilfinger,DE0005909006
+,1998-08-12,BMW,DE0005190003
+,1998-08-12,Bnc Cen Hispamer,ES0113260634
+,1998-08-12,BNP,FR0000131104
+,1998-08-12,BOC Group,GB0001081206
+,1998-08-12,BOIG,IE00BD1RP616
+,1998-08-12,Bonheur ASA,NO0003110603
+,1998-08-12,Bouygues,FR0000120503
+,1998-08-12,BP,GB0007980591
+,1998-08-12,BPB,GB0000687078
+,1998-08-12,Brau Union,AT0000925904
+,1998-08-12,Brit Am Tobacco,GB0002875804
+,1998-08-12,British Land,GB0001367019
+,1998-08-12,Brush Hldg,GB0003294591
+,1998-08-12,Bryant Group,GB0001494086
+,1998-08-12,BT Group,GB0030913577
+,1998-08-12,Bunzl,GB00B0744B38
+,1998-08-12,Burgo Group,IT0000066297
+,1998-08-12,Buzzi,IT0001347308
+,1998-08-12,Bw Lng NO,NO0003102113
+,1998-08-12,Bw Lng NO,NO0003102105
+,1998-08-12,C&W UK,GB00B5KKT968
+,1998-08-12,Cadbury,GB00B2PF6M70
+,1998-08-12,Canon Production,NL0000354934
+,1998-08-12,Capgemini,FR0000125338
+,1998-08-12,Carlsberg,DK0010181759
+,1998-08-12,Carlsberg,DK0010181676
+,1998-08-12,Carlton Comm,GB0003419255
+,1998-08-12,Carrefour,FR0000120172
+,1998-08-12,Casino,FR001400OKR3
+,1998-08-12,Castrol Gp Hldg,GB0005669444
+,1998-08-12,CC Carrefour,ES0118095019
+,1998-08-12,Ceconomy,DE0007257503
+,1998-08-12,Cellulosa SCA,SE0000112724
+,1998-08-12,Cemex Espana,ES0182760019
+,1998-08-12,Cemex Invsts,GB0007266413
+,1998-08-12,CEPSA,ES0132580319
+,1998-08-12,Cereol,FR0000120891
+,1998-08-12,CGPP,FR0000125270
+,1998-08-12,Chargeurs,FR0000130692
+,1998-08-12,Charter Inter,JE00B3CX4509
+,1998-08-12,Chubb UK,GB0000152198
+,1998-08-12,Ciba Holding,CH0005819724
+,1998-08-12,Cie Saint Gobain,FR0000125007
+,1998-08-12,CIR,IT0000080447
+,1998-08-12,Clariant,CH0012142631
+,1998-08-12,Club Med,FR0000121568
+,1998-08-12,CMB Be,BE0003817344
+,1998-08-12,Cmpne Financiere,CH0210483332
+,1998-08-12,Coats Holdings,GB0009270579
+,1998-08-12,Cobepa,BE0003673846
+,1998-08-12,Coca-Cola HBC,GRS104003009
+,1998-08-12,COEMAC,ES0182170003
+,1998-08-12,Colas,FR0000121634
+,1998-08-12,Coloplast,DK0060448595
+,1998-08-12,Colruyt Group,BE0974256852
+,1998-08-12,Commerzbank,DE000CBK1001
+,1998-08-12,COMPANHIA DE,PTMCF0AM0005
+,1998-08-12,Comptoirs Modern,FR0000121642
+,1998-08-12,Continent,DE0005439004
+,1998-08-12,Corp Fin Alba,ES0117160111
+,1998-08-12,Corus Group,GB00B127GF29
+,1998-08-12,CPR,FR0000121113
+,1998-08-12,Credit Suisse Gp,CH0012138530
+,1998-08-12,CRH,IE0001827041
+,1998-08-12,Crown Hellas Can,GRS125003004
+,1998-08-12,Cultor,FI0009002869
+,1998-08-12,Currys Retail,GB0000472455
+,1998-08-12,Daimler-Benz AG,DE0005500003
+,1998-08-12,Dampskibsselskab,DK0010244342
+,1998-08-12,Dampskibsselskab,DK0010244268
+,1998-08-12,Danone,FR0000120644
+,1998-08-12,Danske Bk,DK0010274414
+,1998-08-12,Dassault System,FR0014003TT8
+,1998-08-12,Delhaize LeLion,BE0003562700
+,1998-08-12,Delta,GB0002615069
+,1998-08-12,Demant,DK0060738599
+,1998-08-12,Deutsche Bank,DE0005140008
+,1998-08-12,Deutsche Telekom,DE0005557508
+,1998-08-12,Dexia FR,FR0000130387
+,1998-08-12,DEXIA HOLDING,BE0974290224
+,1998-08-12,Diageo,GB0002374006
+,1998-08-12,Dlphin Drilling,NO0003089005
+,1998-08-12,Dnb Bnk,NO0010161896
+,1998-08-12,Dragados & Conat,ES0127070110
+,1998-08-12,Dresdner Bk,DE0005350003
+,1998-08-12,Dyno,NO0003983702
+,1998-08-12,E ON,DE000ENAG999
+,1998-08-12,E.ON Sverige,SE0000114431
+,1998-08-12,E.ON Sverige,SE0000114456
+,1998-08-12,Edison,IT0000072832
+,1998-08-12,Edition Canal,FR0000125460
+,1998-08-12,EdizioneProperty,IT0003106777
+,1998-08-12,Edp,PTEDP0AM0009
+,1998-08-12,Elais Unilever,GRS103003000
+,1998-08-12,Electrabel,BE0003637486
+,1998-08-12,Electrolux,SE0016589188
+,1998-08-12,Elkem,NO0004031303
+,1998-08-12,Ellaktor,GRS191213008
+,1998-08-12,Elval Holdings,GRS271101008
+,1998-08-12,Elvalhalcor,GRS281003004
+,1998-08-12,EMI Group,GB0000444736
+,1998-08-12,Emporiki,GRS006013007
+,1998-08-12,Ems Chemie Hldg,CH0016440353
+,1998-08-12,Endesa,ES0130670112
+,1998-08-12,Eni,IT0003132476
+,1998-08-12,ENI Lasmo,GB0005316962
+,1998-08-12,Enterprise Oil,GB0003188660
+,1998-08-12,EO UK,GB0004437462
+,1998-08-12,ERGO Grp,DE0008418526
+,1998-08-12,Ergobank,GRS008013005
+,1998-08-12,Ericsson,SE0000108656
+,1998-08-12,Ericsson,SE0000108649
+,1998-08-12,Erste Group,AT0000652011
+,1998-08-12,EssilorLuxottica,FR0000121667
+,1998-08-12,Ethniki HGIC,GRS018023002
+,1998-08-12,Eurazeo,FR0000121121
+,1998-08-12,Euro Disney,FR0010540740
+,1998-08-12,EVN,AT0000741053
+,1998-08-12,Evonik Amal,GB0005061337
+,1998-08-12,Evonik Operation,DE0005421903
+,1998-08-12,Exel,GB0004486881
+,1998-08-12,Exel Plc,GB0002912243
+,1998-08-12,Experian,GB00B19NLV48
+,1998-08-12,FAB Skandia,SE0000113094
+,1998-08-12,Faurecia Auto,FR0000120032
+,1998-08-12,FCC,ES0122060314
+,1998-08-12,Ferguson Entps,US31488V1070
+,1998-08-12,Finastra Group,GB00B45TWN62
+,1998-08-12,Finnair,FI4000567029
+,1998-08-12,Finnlines,FI0009003644
