Date,Company,ISIN,Rf (%)
2021-09-30,CK Hutchison Holdings Ltd,KYG217651051,0.04
2021-09-30,Sands China Ltd,KYG7800X1079,0.04
2021-09-30,Galaxy Entertainment Group Ltd,HK0027032686,0.04
2021-09-30,CK Infrastructure Holdings Ltd,BMG2178K1009,0.04
2021-09-30,CK Asset Holdings Ltd,KYG2177B1014,0.04
2021-09-30,Hong Kong and China Gas Co Ltd,HK0003000038,0.04
2021-09-30,Power Assets Holdings Ltd,HK0006000050,0.04
2021-09-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.04
2021-09-30,Henderson Land Development Co Ltd,HK0012000102,0.04
2021-09-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.04
2021-09-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.04
2021-09-30,Alibaba Health Information Technology Ltd,BMG0171K1018,0.04
2021-09-30,Link Real Estate Investment Trust,HK0823032773,0.04
2021-09-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.04
2021-09-30,Haidilao International Holding Ltd,KYG4290A1013,0.04
2021-09-30,WH Group Ltd,KYG960071028,0.04
2021-09-30,Longfor Group Holdings Ltd,KYG5635P1090,0.04
2021-09-30,China Mengniu Dairy Co Ltd,KYG210961051,0.04
2021-09-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.04
2021-09-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.04
2021-09-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.04
2021-09-30,Li Ning Co Ltd,KYG5496K1242,0.04
2021-09-30,Xinyi Glass Holdings Ltd,KYG9828G1082,0.04
2021-09-30,Hang Lung Properties Ltd,HK0101000591,0.04
2021-09-30,Xinyi Solar Holdings Ltd,KYG9829N1025,0.04
2021-09-30,Hengan International Group Company Ltd,KYG4402L1510,0.04
2021-09-30,New World Dev,HK0000608585,0.04
2021-09-30,Country Garde,KYG2453A1085,0.04
2021-09-30,CountryGarden,KYG245241032,0.04
2021-09-30,AAC Tech Hldg,KYG2953R1149,0.04
2021-10-29,Tencent Holdings Ltd,KYG875721634,0.05
2021-10-29,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.05
2021-10-29,Alibaba Group Holding Ltd,KYG017191142,0.05
2021-10-29,China Mobile Ltd,HK0941009539,0.05
2021-10-29,Bank of China Ltd,CNE1000001Z5,0.05
2021-10-29,China Construction Bank Corp,CNE1000002H1,0.05
2021-10-29,HSBC Holdings PLC,GB0005405286,0.05
2021-10-29,PetroChina Co Ltd,CNE1000003W8,0.05
2021-10-29,Xiaomi Corp,KYG9830T1067,0.05
2021-10-29,BYD Co Ltd,CNE100000296,0.05
2021-10-29,China Merchants Bank Co Ltd,CNE1000002M1,0.05
2021-10-29,China Life Insurance Co Ltd,CNE1000002L3,0.05
2021-10-29,Meituan,KYG596691041,0.05
2021-10-29,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.05
2021-10-29,CNOOC Ltd,HK0883013259,0.05
2021-10-29,China Petroleum & Chemical Corp,CNE1000002Q2,0.05
2021-10-29,AIA Group Ltd,HK0000069689,0.05
2021-10-29,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.05
2021-10-29,China Unicom Hong Kong Ltd,HK0000049939,0.05
2021-10-29,BOC Hong Kong Holdings Ltd,HK2388011192,0.05
2021-10-29,CITIC Ltd,HK0267001375,0.05
2021-10-29,ANTA Sports Products Ltd,KYG040111059,0.05
2021-10-29,Sun Hung Kai Properties Ltd,HK0016000132,0.05
2021-10-29,Hang Seng Bank Ltd,HK0011000095,0.05
2021-10-29,Techtronic Industries Co Ltd,HK0669013440,0.05
2021-10-29,China Resources Land Ltd,KYG2108Y1052,0.05
2021-10-29,Geely Automobile Holdings Ltd,KYG3777B1032,0.05
2021-10-29,CLP Holdings Ltd,HK0002007356,0.05
2021-10-29,MTR Corp Ltd,HK0066009694,0.05
2021-10-29,China Overseas Land & Investment Ltd,HK0688002218,0.05
2021-10-29,CK Hutchison Holdings Ltd,KYG217651051,0.05
2021-10-29,Sands China Ltd,KYG7800X1079,0.05
2021-10-29,Galaxy Entertainment Group Ltd,HK0027032686,0.05
2021-10-29,CK Infrastructure Holdings Ltd,BMG2178K1009,0.05
2021-10-29,CK Asset Holdings Ltd,KYG2177B1014,0.05
2021-10-29,Hong Kong and China Gas Co Ltd,HK0003000038,0.05
2021-10-29,Power Assets Holdings Ltd,HK0006000050,0.05
2021-10-29,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.05
2021-10-29,Henderson Land Development Co Ltd,HK0012000102,0.05
2021-10-29,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.05
2021-10-29,WuXi Biologics (Cayman) Inc,KYG970081173,0.05
2021-10-29,Alibaba Health Information Technology Ltd,BMG0171K1018,0.05
2021-10-29,Link Real Estate Investment Trust,HK0823032773,0.05
2021-10-29,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.05
2021-10-29,Haidilao International Holding Ltd,KYG4290A1013,0.05
2021-10-29,WH Group Ltd,KYG960071028,0.05
2021-10-29,Longfor Group Holdings Ltd,KYG5635P1090,0.05
2021-10-29,China Mengniu Dairy Co Ltd,KYG210961051,0.05
2021-10-29,Sino Biopharmaceutical Ltd,KYG8167W1380,0.05
2021-10-29,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.05
2021-10-29,CSPC Pharmaceutical Group Ltd,HK1093012172,0.05
2021-10-29,Li Ning Co Ltd,KYG5496K1242,0.05
2021-10-29,Xinyi Glass Holdings Ltd,KYG9828G1082,0.05
2021-10-29,Hang Lung Properties Ltd,HK0101000591,0.05
2021-10-29,Xinyi Solar Holdings Ltd,KYG9829N1025,0.05
2021-10-29,Hengan International Group Company Ltd,KYG4402L1510,0.05
2021-10-29,New World Dev,HK0000608585,0.05
2021-10-29,Country Garde,KYG2453A1085,0.05
2021-10-29,CountryGarden,KYG245241032,0.05
2021-10-29,AAC Tech Hldg,KYG2953R1149,0.05
2021-11-30,Tencent Holdings Ltd,KYG875721634,0.05
2021-11-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.05
2021-11-30,Alibaba Group Holding Ltd,KYG017191142,0.05
2021-11-30,China Mobile Ltd,HK0941009539,0.05
2021-11-30,Bank of China Ltd,CNE1000001Z5,0.05
2021-11-30,China Construction Bank Corp,CNE1000002H1,0.05
2021-11-30,HSBC Holdings PLC,GB0005405286,0.05
2021-11-30,PetroChina Co Ltd,CNE1000003W8,0.05
2021-11-30,Xiaomi Corp,KYG9830T1067,0.05
2021-11-30,BYD Co Ltd,CNE100000296,0.05
2021-11-30,China Merchants Bank Co Ltd,CNE1000002M1,0.05
2021-11-30,China Life Insurance Co Ltd,CNE1000002L3,0.05
2021-11-30,Meituan,KYG596691041,0.05
2021-11-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.05
2021-11-30,CNOOC Ltd,HK0883013259,0.05
2021-11-30,China Petroleum & Chemical Corp,CNE1000002Q2,0.05
2021-11-30,AIA Group Ltd,HK0000069689,0.05
2021-11-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.05
2021-11-30,China Unicom Hong Kong Ltd,HK0000049939,0.05
2021-11-30,BOC Hong Kong Holdings Ltd,HK2388011192,0.05
2021-11-30,CITIC Ltd,HK0267001375,0.05
2021-11-30,ANTA Sports Products Ltd,KYG040111059,0.05
2021-11-30,Sun Hung Kai Properties Ltd,HK0016000132,0.05
2021-11-30,Hang Seng Bank Ltd,HK0011000095,0.05
2021-11-30,Techtronic Industries Co Ltd,HK0669013440,0.05
2021-11-30,China Resources Land Ltd,KYG2108Y1052,0.05
2021-11-30,Geely Automobile Holdings Ltd,KYG3777B1032,0.05
2021-11-30,CLP Holdings Ltd,HK0002007356,0.05
2021-11-30,MTR Corp Ltd,HK0066009694,0.05
2021-11-30,China Overseas Land & Investment Ltd,HK0688002218,0.05
2021-11-30,CK Hutchison Holdings Ltd,KYG217651051,0.05
2021-11-30,Sands China Ltd,KYG7800X1079,0.05
2021-11-30,Galaxy Entertainment Group Ltd,HK0027032686,0.05
2021-11-30,CK Infrastructure Holdings Ltd,BMG2178K1009,0.05
2021-11-30,CK Asset Holdings Ltd,KYG2177B1014,0.05
2021-11-30,Hong Kong and China Gas Co Ltd,HK0003000038,0.05
2021-11-30,Power Assets Holdings Ltd,HK0006000050,0.05
2021-11-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.05
2021-11-30,Henderson Land Development Co Ltd,HK0012000102,0.05
2021-11-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.05
2021-11-30,WuXi Biologics (Cayman) Inc,KYG970081173,0.05
2021-11-30,Alibaba Health Information Technology Ltd,BMG0171K1018,0.05
2021-11-30,Link Real Estate Investment Trust,HK0823032773,0.05
2021-11-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.05
2021-11-30,Haidilao International Holding Ltd,KYG4290A1013,0.05
2021-11-30,WH Group Ltd,KYG960071028,0.05
2021-11-30,Longfor Group Holdings Ltd,KYG5635P1090,0.05
2021-11-30,China Mengniu Dairy Co Ltd,KYG210961051,0.05
2021-11-30,Sino Biopharmaceutical Ltd,KYG8167W1380,0.05
2021-11-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.05
2021-11-30,CSPC Pharmaceutical Group Ltd,HK1093012172,0.05
2021-11-30,Li Ning Co Ltd,KYG5496K1242,0.05
2021-11-30,Xinyi Glass Holdings Ltd,KYG9828G1082,0.05
2021-11-30,Hang Lung Properties Ltd,HK0101000591,0.05
2021-11-30,Xinyi Solar Holdings Ltd,KYG9829N1025,0.05
2021-11-30,Hengan International Group Company Ltd,KYG4402L1510,0.05
2021-11-30,New World Dev,HK0000608585,0.05
2021-11-30,Country Garde,KYG2453A1085,0.05
2021-11-30,CountryGarden,KYG245241032,0.05
2021-11-30,AAC Tech Hldg,KYG2953R1149,0.05
2021-12-31,Tencent Holdings Ltd,KYG875721634,0.06
2021-12-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.06
2021-12-31,Alibaba Group Holding Ltd,KYG017191142,0.06
2021-12-31,China Mobile Ltd,HK0941009539,0.06
2021-12-31,Bank of China Ltd,CNE1000001Z5,0.06
2021-12-31,China Construction Bank Corp,CNE1000002H1,0.06
2021-12-31,HSBC Holdings PLC,GB0005405286,0.06
2021-12-31,PetroChina Co Ltd,CNE1000003W8,0.06
2021-12-31,Xiaomi Corp,KYG9830T1067,0.06
2021-12-31,BYD Co Ltd,CNE100000296,0.06
2021-12-31,China Merchants Bank Co Ltd,CNE1000002M1,0.06
2021-12-31,China Life Insurance Co Ltd,CNE1000002L3,0.06
2021-12-31,Meituan,KYG596691041,0.06
2021-12-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.06
2021-12-31,CNOOC Ltd,HK0883013259,0.06
2021-12-31,China Petroleum & Chemical Corp,CNE1000002Q2,0.06
2021-12-31,AIA Group Ltd,HK0000069689,0.06
2021-12-31,JD.Com Inc,KYG8208B1014,0.06
2021-12-31,NetEase Inc,KYG6427A1022,0.06
2021-12-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.06
2021-12-31,China Unicom Hong Kong Ltd,HK0000049939,0.06
2021-12-31,BOC Hong Kong Holdings Ltd,HK2388011192,0.06
2021-12-31,CITIC Ltd,HK0267001375,0.06
2021-12-31,ANTA Sports Products Ltd,KYG040111059,0.06
2021-12-31,Sun Hung Kai Properties Ltd,HK0016000132,0.06
2021-12-31,Hang Seng Bank Ltd,HK0011000095,0.06
2021-12-31,Techtronic Industries Co Ltd,HK0669013440,0.06
2021-12-31,China Resources Land Ltd,KYG2108Y1052,0.06
2021-12-31,Geely Automobile Holdings Ltd,KYG3777B1032,0.06
2021-12-31,CLP Holdings Ltd,HK0002007356,0.06
2021-12-31,MTR Corp Ltd,HK0066009694,0.06
2021-12-31,China Overseas Land & Investment Ltd,HK0688002218,0.06
2021-12-31,CK Hutchison Holdings Ltd,KYG217651051,0.06
2021-12-31,Sands China Ltd,KYG7800X1079,0.06
2021-12-31,Galaxy Entertainment Group Ltd,HK0027032686,0.06
2021-12-31,CK Infrastructure Holdings Ltd,BMG2178K1009,0.06
2021-12-31,CK Asset Holdings Ltd,KYG2177B1014,0.06
2021-12-31,Hong Kong and China Gas Co Ltd,HK0003000038,0.06
2021-12-31,Power Assets Holdings Ltd,HK0006000050,0.06
2021-12-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.06
2021-12-31,Henderson Land Development Co Ltd,HK0012000102,0.06
2021-12-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.06
2021-12-31,WuXi Biologics (Cayman) Inc,KYG970081173,0.06
2021-12-31,Alibaba Health Information Technology Ltd,BMG0171K1018,0.06
2021-12-31,Link Real Estate Investment Trust,HK0823032773,0.06
2021-12-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.06
2021-12-31,Haidilao International Holding Ltd,KYG4290A1013,0.06
2021-12-31,China Resources Beer Holdings Co Ltd,HK0291001490,0.06
2021-12-31,WH Group Ltd,KYG960071028,0.06
2021-12-31,Longfor Group Holdings Ltd,KYG5635P1090,0.06
2021-12-31,China Mengniu Dairy Co Ltd,KYG210961051,0.06
2021-12-31,Sino Biopharmaceutical Ltd,KYG8167W1380,0.06
2021-12-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.06
2021-12-31,ENN Energy Holdings Ltd,KYG3066L1014,0.06
2021-12-31,CSPC Pharmaceutical Group Ltd,HK1093012172,0.06
2021-12-31,Li Ning Co Ltd,KYG5496K1242,0.06
2021-12-31,Xinyi Glass Holdings Ltd,KYG9828G1082,0.06
2021-12-31,Hang Lung Properties Ltd,HK0101000591,0.06
2021-12-31,Xinyi Solar Holdings Ltd,KYG9829N1025,0.06
2021-12-31,Hengan International Group Company Ltd,KYG4402L1510,0.06
2021-12-31,New World Dev,HK0000608585,0.06
2021-12-31,Country Garde,KYG2453A1085,0.06
2021-12-31,CountryGarden,KYG245241032,0.06
2021-12-31,AAC Tech Hldg,KYG2953R1149,0.06
2022-01-31,Tencent Holdings Ltd,KYG875721634,0.24
2022-01-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.24
2022-01-31,Alibaba Group Holding Ltd,KYG017191142,0.24
2022-01-31,China Mobile Ltd,HK0941009539,0.24
2022-01-31,Bank of China Ltd,CNE1000001Z5,0.24
2022-01-31,China Construction Bank Corp,CNE1000002H1,0.24
2022-01-31,HSBC Holdings PLC,GB0005405286,0.24
2022-01-31,PetroChina Co Ltd,CNE1000003W8,0.24
2022-01-31,Xiaomi Corp,KYG9830T1067,0.24
2022-01-31,BYD Co Ltd,CNE100000296,0.24
2022-01-31,China Merchants Bank Co Ltd,CNE1000002M1,0.24
2022-01-31,China Life Insurance Co Ltd,CNE1000002L3,0.24
2022-01-31,Meituan,KYG596691041,0.24
2022-01-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.24
2022-01-31,CNOOC Ltd,HK0883013259,0.24
2022-01-31,China Petroleum & Chemical Corp,CNE1000002Q2,0.24
2022-01-31,AIA Group Ltd,HK0000069689,0.24
2022-01-31,JD.Com Inc,KYG8208B1014,0.24
2022-01-31,NetEase Inc,KYG6427A1022,0.24
2022-01-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.24
2022-01-31,China Unicom Hong Kong Ltd,HK0000049939,0.24
2022-01-31,BOC Hong Kong Holdings Ltd,HK2388011192,0.24
2022-01-31,CITIC Ltd,HK0267001375,0.24
2022-01-31,ANTA Sports Products Ltd,KYG040111059,0.24
2022-01-31,Sun Hung Kai Properties Ltd,HK0016000132,0.24
2022-01-31,Hang Seng Bank Ltd,HK0011000095,0.24
2022-01-31,Techtronic Industries Co Ltd,HK0669013440,0.24
2022-01-31,China Resources Land Ltd,KYG2108Y1052,0.24
2022-01-31,Geely Automobile Holdings Ltd,KYG3777B1032,0.24
2022-01-31,CLP Holdings Ltd,HK0002007356,0.24
2022-01-31,MTR Corp Ltd,HK0066009694,0.24
2022-01-31,China Overseas Land & Investment Ltd,HK0688002218,0.24
2022-01-31,CK Hutchison Holdings Ltd,KYG217651051,0.24
2022-01-31,Sands China Ltd,KYG7800X1079,0.24
2022-01-31,Galaxy Entertainment Group Ltd,HK0027032686,0.24
2022-01-31,CK Infrastructure Holdings Ltd,BMG2178K1009,0.24
2022-01-31,CK Asset Holdings Ltd,KYG2177B1014,0.24
2022-01-31,Hong Kong and China Gas Co Ltd,HK0003000038,0.24
2022-01-31,Power Assets Holdings Ltd,HK0006000050,0.24
2022-01-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.24
2022-01-31,Henderson Land Development Co Ltd,HK0012000102,0.24
2022-01-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.24
2022-01-31,WuXi Biologics (Cayman) Inc,KYG970081173,0.24
2022-01-31,Alibaba Health Information Technology Ltd,BMG0171K1018,0.24
2022-01-31,Link Real Estate Investment Trust,HK0823032773,0.24
2022-01-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.24
2022-01-31,Haidilao International Holding Ltd,KYG4290A1013,0.24
2022-01-31,China Resources Beer Holdings Co Ltd,HK0291001490,0.24
2022-01-31,WH Group Ltd,KYG960071028,0.24
2022-01-31,Longfor Group Holdings Ltd,KYG5635P1090,0.24
2022-01-31,China Mengniu Dairy Co Ltd,KYG210961051,0.24
2022-01-31,Sino Biopharmaceutical Ltd,KYG8167W1380,0.24
2022-01-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.24
2022-01-31,ENN Energy Holdings Ltd,KYG3066L1014,0.24
2022-01-31,CSPC Pharmaceutical Group Ltd,HK1093012172,0.24
2022-01-31,Li Ning Co Ltd,KYG5496K1242,0.24
2022-01-31,Xinyi Glass Holdings Ltd,KYG9828G1082,0.24
2022-01-31,Hang Lung Properties Ltd,HK0101000591,0.24
2022-01-31,Xinyi Solar Holdings Ltd,KYG9829N1025,0.24
2022-01-31,Hengan International Group Company Ltd,KYG4402L1510,0.24
2022-01-31,New World Dev,HK0000608585,0.24
2022-01-31,Country Garde,KYG2453A1085,0.24
2022-01-31,CountryGarden,KYG245241032,0.24
2022-01-31,AAC Tech Hldg,KYG2953R1149,0.24
2022-02-28,Tencent Holdings Ltd,KYG875721634,0.38
2022-02-28,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.38
2022-02-28,Alibaba Group Holding Ltd,KYG017191142,0.38
2022-02-28,China Mobile Ltd,HK0941009539,0.38
2022-02-28,Bank of China Ltd,CNE1000001Z5,0.38
2022-02-28,China Construction Bank Corp,CNE1000002H1,0.38
2022-02-28,HSBC Holdings PLC,GB0005405286,0.38
2022-02-28,PetroChina Co Ltd,CNE1000003W8,0.38
2022-02-28,Xiaomi Corp,KYG9830T1067,0.38
2022-02-28,BYD Co Ltd,CNE100000296,0.38
2022-02-28,China Merchants Bank Co Ltd,CNE1000002M1,0.38
2022-02-28,China Life Insurance Co Ltd,CNE1000002L3,0.38
2022-02-28,Meituan,KYG596691041,0.38
2022-02-28,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.38
2022-02-28,CNOOC Ltd,HK0883013259,0.38
2022-02-28,China Petroleum & Chemical Corp,CNE1000002Q2,0.38
2022-02-28,AIA Group Ltd,HK0000069689,0.38
2022-02-28,JD.Com Inc,KYG8208B1014,0.38
2022-02-28,NetEase Inc,KYG6427A1022,0.38
2022-02-28,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.38
2022-02-28,China Unicom Hong Kong Ltd,HK0000049939,0.38
2022-02-28,BOC Hong Kong Holdings Ltd,HK2388011192,0.38
2022-02-28,CITIC Ltd,HK0267001375,0.38
2022-02-28,ANTA Sports Products Ltd,KYG040111059,0.38
2022-02-28,Sun Hung Kai Properties Ltd,HK0016000132,0.38
2022-02-28,Hang Seng Bank Ltd,HK0011000095,0.38
2022-02-28,Techtronic Industries Co Ltd,HK0669013440,0.38
2022-02-28,China Resources Land Ltd,KYG2108Y1052,0.38
2022-02-28,Geely Automobile Holdings Ltd,KYG3777B1032,0.38
2022-02-28,CLP Holdings Ltd,HK0002007356,0.38
2022-02-28,MTR Corp Ltd,HK0066009694,0.38
2022-02-28,China Overseas Land & Investment Ltd,HK0688002218,0.38
2022-02-28,CK Hutchison Holdings Ltd,KYG217651051,0.38
2022-02-28,Sands China Ltd,KYG7800X1079,0.38
2022-02-28,Galaxy Entertainment Group Ltd,HK0027032686,0.38
2022-02-28,CK Infrastructure Holdings Ltd,BMG2178K1009,0.38
2022-02-28,CK Asset Holdings Ltd,KYG2177B1014,0.38
2022-02-28,Hong Kong and China Gas Co Ltd,HK0003000038,0.38
2022-02-28,Power Assets Holdings Ltd,HK0006000050,0.38
2022-02-28,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.38
2022-02-28,Henderson Land Development Co Ltd,HK0012000102,0.38
2022-02-28,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.38
2022-02-28,WuXi Biologics (Cayman) Inc,KYG970081173,0.38
2022-02-28,Alibaba Health Information Technology Ltd,BMG0171K1018,0.38
2022-02-28,Link Real Estate Investment Trust,HK0823032773,0.38
2022-02-28,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.38
2022-02-28,Haidilao International Holding Ltd,KYG4290A1013,0.38
2022-02-28,China Resources Beer Holdings Co Ltd,HK0291001490,0.38
2022-02-28,WH Group Ltd,KYG960071028,0.38
2022-02-28,Longfor Group Holdings Ltd,KYG5635P1090,0.38
2022-02-28,China Mengniu Dairy Co Ltd,KYG210961051,0.38
2022-02-28,Sino Biopharmaceutical Ltd,KYG8167W1380,0.38
2022-02-28,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.38
2022-02-28,ENN Energy Holdings Ltd,KYG3066L1014,0.38
2022-02-28,CSPC Pharmaceutical Group Ltd,HK1093012172,0.38
2022-02-28,Li Ning Co Ltd,KYG5496K1242,0.38
2022-02-28,Xinyi Glass Holdings Ltd,KYG9828G1082,0.38
2022-02-28,Hang Lung Properties Ltd,HK0101000591,0.38
2022-02-28,Xinyi Solar Holdings Ltd,KYG9829N1025,0.38
2022-02-28,Hengan International Group Company Ltd,KYG4402L1510,0.38
2022-02-28,New World Dev,HK0000608585,0.38
2022-02-28,Country Garde,KYG2453A1085,0.38
2022-02-28,CountryGarden,KYG245241032,0.38
2022-02-28,AAC Tech Hldg,KYG2953R1149,0.38
2022-03-31,Tencent Holdings Ltd,KYG875721634,0.52
2022-03-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.52
2022-03-31,Alibaba Group Holding Ltd,KYG017191142,0.52
2022-03-31,China Mobile Ltd,HK0941009539,0.52
2022-03-31,Bank of China Ltd,CNE1000001Z5,0.52
2022-03-31,China Construction Bank Corp,CNE1000002H1,0.52
2022-03-31,HSBC Holdings PLC,GB0005405286,0.52
2022-03-31,PetroChina Co Ltd,CNE1000003W8,0.52
2022-03-31,Xiaomi Corp,KYG9830T1067,0.52
2022-03-31,BYD Co Ltd,CNE100000296,0.52
2022-03-31,China Merchants Bank Co Ltd,CNE1000002M1,0.52
2022-03-31,China Life Insurance Co Ltd,CNE1000002L3,0.52
2022-03-31,Meituan,KYG596691041,0.52
2022-03-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.52
2022-03-31,CNOOC Ltd,HK0883013259,0.52
2022-03-31,China Petroleum & Chemical Corp,CNE1000002Q2,0.52
2022-03-31,AIA Group Ltd,HK0000069689,0.52
2022-03-31,JD.Com Inc,KYG8208B1014,0.52
2022-03-31,NetEase Inc,KYG6427A1022,0.52
2022-03-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.52
2022-03-31,Nongfu Spring Co Ltd,CNE100004272,0.52
2022-03-31,China Unicom Hong Kong Ltd,HK0000049939,0.52
2022-03-31,BOC Hong Kong Holdings Ltd,HK2388011192,0.52
2022-03-31,CITIC Ltd,HK0267001375,0.52
2022-03-31,ANTA Sports Products Ltd,KYG040111059,0.52
2022-03-31,Sun Hung Kai Properties Ltd,HK0016000132,0.52
2022-03-31,Hang Seng Bank Ltd,HK0011000095,0.52
2022-03-31,Techtronic Industries Co Ltd,HK0669013440,0.52
2022-03-31,China Resources Land Ltd,KYG2108Y1052,0.52
2022-03-31,Geely Automobile Holdings Ltd,KYG3777B1032,0.52
2022-03-31,CLP Holdings Ltd,HK0002007356,0.52
2022-03-31,Lenovo Group Ltd,HK0992009065,0.52
2022-03-31,MTR Corp Ltd,HK0066009694,0.52
2022-03-31,China Overseas Land & Investment Ltd,HK0688002218,0.52
2022-03-31,CK Hutchison Holdings Ltd,KYG217651051,0.52
2022-03-31,Sands China Ltd,KYG7800X1079,0.52
2022-03-31,Galaxy Entertainment Group Ltd,HK0027032686,0.52
2022-03-31,CK Infrastructure Holdings Ltd,BMG2178K1009,0.52
2022-03-31,CK Asset Holdings Ltd,KYG2177B1014,0.52
2022-03-31,Hong Kong and China Gas Co Ltd,HK0003000038,0.52
2022-03-31,Power Assets Holdings Ltd,HK0006000050,0.52
2022-03-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.52
2022-03-31,Henderson Land Development Co Ltd,HK0012000102,0.52
2022-03-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.52
2022-03-31,WuXi Biologics (Cayman) Inc,KYG970081173,0.52
2022-03-31,Alibaba Health Information Technology Ltd,BMG0171K1018,0.52
2022-03-31,Link Real Estate Investment Trust,HK0823032773,0.52
2022-03-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.52
2022-03-31,Haidilao International Holding Ltd,KYG4290A1013,0.52
2022-03-31,China Resources Beer Holdings Co Ltd,HK0291001490,0.52
2022-03-31,WH Group Ltd,KYG960071028,0.52
2022-03-31,Longfor Group Holdings Ltd,KYG5635P1090,0.52
2022-03-31,China Mengniu Dairy Co Ltd,KYG210961051,0.52
2022-03-31,Sino Biopharmaceutical Ltd,KYG8167W1380,0.52
2022-03-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.52
2022-03-31,ENN Energy Holdings Ltd,KYG3066L1014,0.52
2022-03-31,CSPC Pharmaceutical Group Ltd,HK1093012172,0.52
2022-03-31,Li Ning Co Ltd,KYG5496K1242,0.52
2022-03-31,Xinyi Glass Holdings Ltd,KYG9828G1082,0.52
2022-03-31,Hang Lung Properties Ltd,HK0101000591,0.52
2022-03-31,Xinyi Solar Holdings Ltd,KYG9829N1025,0.52
2022-03-31,Hengan International Group Company Ltd,KYG4402L1510,0.52
2022-03-31,New World Dev,HK0000608585,0.52
2022-03-31,Country Garde,KYG2453A1085,0.52
2022-03-31,CountryGarden,KYG245241032,0.52
2022-03-31,AAC Tech Hldg,KYG2953R1149,0.52
2022-04-29,Tencent Holdings Ltd,KYG875721634,0.84
2022-04-29,Industrial and Commercial Bank of China Ltd,CNE1000003G1,0.84
2022-04-29,Alibaba Group Holding Ltd,KYG017191142,0.84
2022-04-29,China Mobile Ltd,HK0941009539,0.84
2022-04-29,Bank of China Ltd,CNE1000001Z5,0.84
2022-04-29,China Construction Bank Corp,CNE1000002H1,0.84
2022-04-29,HSBC Holdings PLC,GB0005405286,0.84
2022-04-29,PetroChina Co Ltd,CNE1000003W8,0.84
2022-04-29,Xiaomi Corp,KYG9830T1067,0.84
2022-04-29,BYD Co Ltd,CNE100000296,0.84
2022-04-29,China Merchants Bank Co Ltd,CNE1000002M1,0.84
2022-04-29,China Life Insurance Co Ltd,CNE1000002L3,0.84
2022-04-29,Meituan,KYG596691041,0.84
2022-04-29,Ping An Insurance Group Co of China Ltd,CNE1000003X6,0.84
2022-04-29,CNOOC Ltd,HK0883013259,0.84
2022-04-29,China Petroleum & Chemical Corp,CNE1000002Q2,0.84
